3,61,0.14433756
10,107,0.15075567
39,61,0.17677669
17,101,0.2236068
4,55,0.4082483
30,61,0.20412415
9,81,0.28867513
58,178,0.13608277
28,49,0.13363062
67,167,0.8660254
48,148,0.7745967
142,195,0.10206208
3,103,0.8164966
10,102,0.09090909
39,130,0.4472136
13,113,0.62360954
17,139,0.31622776
69,132,0.12598816
30,101,0.61237246
9,75,0.25
46,185,0.18898223
49,58,0.20412415
99,199,0.4472136
48,146,0.16903085
179,199,0.20412415
142,147,0.1118034
10,197,0.06030227
39,180,0.26726124
34,134,0.6666667
17,85,0.2
69,118,0.096225046
30,180,0.3086067
9,151,0.20412415
49,155,0.17677669
67,143,0.28867513
48,138,0.2
175,184,0.10206208
179,180,0.15430336
142,149,0.083333336
177,195,0.16666667
39,117,0.28867513
13,65,0.13363062
29,177,0.20412415
69,162,0.12598816
30,139,0.57735026
65,165,0.8660254
28,189,0.15430336
60,160,0.8164966
99,179,0.18257418
48,151,0.18257418
175,183,0.11785113
142,178,0.058925565
39,158,0.35355338
17,158,0.2236068
69,182,0.12598816
30,49,0.4330127
9,109,1.0
49,185,0.17677669
96,196,0.4082483
99,108,0.31622776
57,157,0.94280905
48,109,0.2236068
89,189,0.33333334
73,115,0.17677669
39,46,0.26726124
17,49,0.15811388
69,169,0.35355338
30,64,0.09365858
9,181,0.35355338
28,128,0.3380617
99,105,0.1490712
89,128,0.36514837
73,173,0.6030227
39,178,0.16666667
50,144,0.18898223
29,187,0.28867513
69,124,0.2519763
30,158,0.4082483
9,48,0.2236068
49,135,0.17677669
99,122,0.14142136
137,184,0.14433756
39,139,1.0
50,123,0.09759001
17,142,0.1118034
30,178,0.19245009
49,142,0.088388346
99,132,0.16903085
11,197,0.11547005
137,171,0.20412415
141,195,0.23570226
39,58,0.4082483
50,150,0.4364358
29,83,0.16666667
32,56,0.2581989
30,185,0.4082483
49,158,0.17677669
67,119,0.17677669
11,111,0.6666667
137,161,0.20412415
39,101,0.35355338
50,82,0.15430336
29,129,0.57735026
32,132,0.50709254
49,80,0.125
31,88,0.11547005
11,114,0.2581989
66,182,0.11396058
39,118,0.20412415
50,87,0.2182179
17,61,0.1118034
32,179,0.18257418
49,61,0.088388346
31,188,0.4
11,144,0.28867513
107,110,0.30151135
127,131,0.2236068
66,166,0.26967993
39,80,0.25
50,182,0.14285715
52,152,0.8164966
32,122,0.14142136
28,155,0.18898223
31,131,0.4
11,14,0.2581989
119,142,0.088388346
66,87,0.17407766
39,85,0.31622776
50,187,0.2182179
68,168,1.0
32,199,0.2236068
28,161,0.15430336
11,61,0.14433756
118,124,0.10910895
119,123,0.2738613
66,187,0.17407766
50,71,0.16903085
52,78,0.2581989
32,99,0.2
14,85,0.2
49,178,0.083333336
24,48,0.2236068
11,122,0.18257418
118,169,0.10206208
119,156,0.15811388
66,119,0.10660036
50,69,0.12598816
32,119,0.15811388
14,111,0.2581989
49,85,0.15811388
82,187,0.23570226
24,59,0.57735026
118,139,0.20412415
119,132,0.13363062
23,56,0.37796447
66,150,0.08703883
32,142,0.1118034
14,130,0.28284273
49,130,0.4472136
82,87,0.23570226
24,159,0.4472136
118,182,0.10910895
171,175,0.14433756
119,143,0.20412415
23,32,0.29277003
66,131,0.13483997
72,172,0.4082483
32,123,0.34641016
14,122,0.14142136
82,102,0.12309149
24,82,0.20412415
33,177,0.20412415
171,183,0.13608277
143,167,0.33333334
119,167,0.20412415
23,119,0.23145503
66,183,0.10050378
32,156,0.2
14,158,0.2236068
82,123,0.10540926
24,124,0.37796447
33,133,0.5
171,184,0.23570226
130,142,0.15811388
119,198,0.13363062
23,132,0.24743582
16,116,0.75
61,130,0.15811388
15,155,0.18898223
82,182,0.6172134
24,182,0.18898223
33,77,0.25
130,180,0.23904572
119,197,0.14142136
23,156,0.29277003
26,51,0.11396058
32,197,0.17888544
61,161,0.30618623
14,139,0.31622776
82,150,0.11785113
40,83,0.10050378
24,95,0.18898223
156,197,0.17888544
130,139,0.4472136
23,142,0.16366342
26,180,0.14285715
85,142,0.1118034
61,197,0.05
15,28,0.14285715
40,140,0.8181818
24,138,0.2236068
130,178,0.1490712
23,123,0.61977977
26,179,0.15430336
85,139,0.31622776
61,85,0.1118034
14,142,0.1118034
40,171,0.12309149
24,110,0.15075567
124,145,0.2182179
130,185,0.31622776
133,177,0.20412415
23,197,0.26186147
26,126,0.75592893
85,178,0.10540926
61,185,0.125
14,61,0.2236068
22,185,0.20412415
40,184,0.08703883
124,132,0.14285715
109,148,0.28867513
130,158,0.31622776
26,80,0.13363062
85,180,0.16903085
25,175,0.13363062
61,178,0.058925565
14,101,0.2236068
22,61,0.10206208
40,80,0.10660036
124,159,0.3380617
109,151,0.20412415
26,79,0.16903085
85,101,0.2236068
51,126,0.15075567
61,101,0.125
14,46,0.16903085
22,80,0.14433756
36,112,0.20412415
40,176,0.10660036
124,182,0.14285715
109,181,0.35355338
102,110,0.09090909
27,131,0.2581989
64,130,0.07254762
85,117,0.18257418
61,142,0.0625
14,80,0.15811388
63,183,0.19245009
36,61,0.14433756
40,183,0.10050378
124,162,0.14285715
122,175,0.1118034
110,124,0.11396058
27,127,0.57735026
64,101,0.114707865
85,185,0.4472136
61,80,0.088388346
14,30,0.36514837
22,49,0.14433756
45,124,0.18898223
40,175,0.10660036
62,169,0.10660036
122,162,0.11952286
110,197,0.06030227
128,189,0.18257418
64,164,0.6622662
85,130,0.28284273
61,117,0.10206208
91,191,1.0
14,49,0.15811388
22,46,0.15430336
36,44,0.2182179
62,162,0.22792116
122,199,0.15811388
110,159,0.13483997
85,158,0.2236068
61,180,0.09449112
95,195,0.3086067
14,185,0.2236068
22,58,0.23570226
36,136,0.4082483
74,174,0.18898223
62,184,0.17407766
122,132,0.23904572
162,172,0.2182179
98,198,0.50709254
61,137,0.25
95,141,0.4364358
14,144,0.2236068
22,39,0.28867513
45,132,0.18898223
62,69,0.10050378
122,179,0.12909944
98,119,0.15811388
54,184,0.11785113
61,115,0.088388346
95,138,0.16903085
14,17,0.2
22,122,0.2581989
45,69,0.16666667
122,145,0.18257418
54,122,0.12909944
61,73,0.125
14,58,0.2581989
63,87,0.33333334
45,145,0.8660254
102,197,0.06030227
112,136,0.25
90,135,0.2236068
83,184,0.096225046
14,197,0.08944272
22,139,0.28867513
45,122,0.15811388
122,197,0.06324555
54,171,0.16666667
7,61,0.14433756
61,173,0.07537784
14,180,0.16903085
22,101,0.20412415
2,97,0.14433756
45,162,0.18898223
122,171,0.12909944
35,135,1.0
90,190,0.6
7,46,0.2182179
61,103,0.17677669
14,178,0.10540926
22,178,0.096225046
77,133,0.25
122,184,0.09128709
111,144,0.28867513
35,180,0.18898223
21,121,0.4082483
54,137,0.20412415
7,158,0.28867513
61,158,0.125
14,114,0.8
22,130,0.2581989
2,146,0.13363062
1,147,0.2236068
122,137,0.15811388
101,158,0.25
114,197,0.08944272
35,90,0.2236068
7,14,0.2581989
83,149,0.11111111
15,189,0.15430336
22,158,0.20412415
77,123,0.12909944
1,142,0.125
135,180,0.18898223
122,144,0.15811388
101,180,0.18898223
114,144,0.2236068
126,180,0.18898223
35,49,0.17677669
7,58,0.33333334
61,139,0.17677669
87,150,0.33333334
14,22,0.18257418
63,150,0.16666667
77,129,0.28867513
122,124,0.11952286
111,197,0.11547005
114,122,0.14142136
126,179,0.20412415
7,180,0.2182179
83,171,0.13608277
43,174,0.2182179
15,49,0.13363062
22,142,0.10206208
77,177,0.4082483
81,109,0.28867513
101,185,0.25
100,194,0.15430336
75,175,0.35355338
7,22,0.23570226
83,129,0.19245009
43,123,0.1490712
14,117,0.18257418
22,30,0.33333334
2,182,0.13363062
81,181,0.8164966
101,178,0.11785113
100,184,0.11785113
5,105,0.48112524
7,142,0.14433756
83,175,0.11785113
87,123,0.1490712
14,39,0.31622776
63,187,0.33333334
123,129,0.1490712
101,130,0.47434166
100,125,0.23570226
180,185,0.18898223
75,109,0.25
7,130,0.36514837
61,144,0.125
43,143,0.6666667
22,180,0.15430336
44,144,0.18898223
123,177,0.10540926
158,180,0.18898223
101,139,0.35355338
75,81,0.28867513
38,138,0.2236068
7,185,0.28867513
61,114,0.1118034
43,167,0.33333334
22,98,0.18257418
44,50,0.14285715
123,197,0.30983868
158,185,0.25
111,114,0.2581989
75,181,0.35355338
71,150,0.12909944
7,139,0.4082483
61,122,0.07905694
43,67,0.28867513
22,85,0.18257418
86,186,0.6666667
44,150,0.2182179
123,182,0.09759001
158,178,0.11785113
111,122,0.18257418
80,139,0.25
55,104,0.4082483
7,85,0.2581989
61,111,0.14433756
43,97,0.23570226
22,117,0.16666667
88,102,0.23354968
44,61,0.09449112
123,187,0.1490712
117,178,0.096225046
101,142,0.125
144,197,0.1
80,184,0.10206208
55,155,0.28867513
7,178,0.13608277
83,183,0.8888889
87,183,0.19245009
63,66,0.17407766
88,188,0.34641016
123,132,0.29277003
117,185,0.20412415
101,117,0.20412415
144,149,0.16666667
80,171,0.14433756
7,17,0.2581989
87,182,0.4364358
63,182,0.2182179
88,92,0.1721326
123,150,0.0745356
117,139,0.28867513
144,150,0.28867513
80,142,0.088388346
7,80,0.20412415
46,49,0.13363062
43,119,0.20412415
59,124,0.4364358
123,156,0.34641016
117,142,0.10206208
80,179,0.14433756
92,192,0.19245009
7,30,0.47140452
46,178,0.089087084
87,187,0.6666667
59,110,0.17407766
123,142,0.19364917
117,130,0.2581989
182,183,0.12598816
80,180,0.5345225
92,102,0.10050378
8,140,0.17407766
7,117,0.23570226
46,158,0.18898223
59,159,0.5163978
123,174,0.09759001
117,180,0.15430336
182,187,0.4364358
80,178,0.083333336
8,40,0.17407766
7,110,0.17407766
46,101,0.18898223
79,126,0.2236068
117,158,0.20412415
129,177,0.23570226
80,101,0.17677669
8,99,0.2581989
7,10,0.17407766
58,139,0.4082483
79,80,0.15811388
129,183,0.19245009
80,126,0.17677669
8,108,0.8164966
12,112,0.5
7,101,0.28867513
46,180,0.14285715
41,65,0.25
79,179,0.73029673
80,158,0.17677669
42,142,0.4330127
94,194,0.37796447
76,176,0.70710677
7,39,0.4082483
58,142,0.14433756
41,195,0.20412415
79,180,0.16903085
80,117,0.14433756
19,197,0.16329932
7,49,0.20412415
58,158,0.57735026
41,165,0.28867513
80,85,0.15811388
19,156,0.18257418
7,107,0.57735026
58,61,0.14433756
41,141,0.57735026
146,148,0.2182179
150,182,0.2182179
139,185,0.35355338
80,183,0.11785113
19,66,0.12309149
46,85,0.16903085
37,61,0.25
41,95,0.37796447
146,182,0.14285715
150,183,0.096225046
139,142,0.17677669
80,83,0.11785113
19,102,0.12309149
58,117,0.23570226
53,197,0.14142136
6,106,0.75592893
146,149,0.12598816
150,151,0.23570226
115,173,0.10660036
139,178,0.16666667
80,185,0.17677669
56,156,0.7745967
19,119,0.72168785
29,183,0.16666667
58,101,0.28867513
37,190,0.2236068
6,154,0.2182179
150,187,0.33333334
149,183,0.11111111
139,158,0.35355338
80,130,0.2236068
56,132,0.2182179
19,56,0.23570226
17,180,0.16903085
46,130,0.23904572
53,153,1.0
105,199,0.16666667
139,180,0.26726124
132,199,0.18898223
80,175,0.125
56,197,0.2309401
19,23,0.26726124
17,130,0.28284273
46,58,0.2182179
37,161,0.20412415
70,170,0.57735026
155,189,0.20412415
147,194,0.16903085
132,142,0.09449112
56,119,0.20412415
19,123,0.31622776
17,46,0.16903085
78,102,0.13483997
46,88,0.09759001
37,137,0.5
132,179,0.15430336
56,123,0.4472136
19,32,0.18257418
17,178,0.10540926
30,117,0.33333334
58,130,0.36514837
18,39,0.23570226
132,156,0.16903085
97,146,0.15430336
56,142,0.14433756
19,198,0.15430336
20,80,0.26726124
29,77,0.25
30,142,0.20412415
46,142,0.09449112
18,118,0.48112524
131,188,0.2
132,145,0.2182179
97,182,0.15430336
19,98,0.18257418
20,120,0.5345225
17,39,0.31622776
30,39,0.57735026
46,61,0.09449112
18,139,0.23570226
148,149,0.19245009
140,176,0.10660036
142,156,0.1118034
132,162,0.14285715
97,123,0.10540926
19,132,0.15430336
17,80,0.15811388
78,152,0.31622776
46,80,0.13363062
148,151,0.23570226
178,180,0.089087084
142,197,0.1
132,197,0.1511858
97,174,0.15430336
19,142,0.10206208
17,117,0.5477226
30,46,0.3086067
58,180,0.2182179
49,149,0.35355338
47,178,0.11785113
178,185,0.11785113
142,177,0.10206208
10,59,0.17407766
17,58,0.2581989
30,80,0.28867513
46,139,0.26726124
49,117,0.14433756
47,147,0.2236068
142,146,0.09449112
10,159,0.13483997
17,22,0.18257418
4,104,0.5
78,178,0.31622776
58,80,0.20412415
49,189,0.14433756
153,197,0.14142136
142,158,0.125
10,24,0.15075567
39,142,0.17677669
17,30,0.36514837
69,145,0.19245009
30,58,0.47140452
58,85,0.2581989
49,139,0.25
48,142,0.1118034
183,184,0.096225046
142,180,0.09449112
10,110,0.90909094
39,49,0.25
29,123,0.12909944
69,122,0.10540926
30,85,0.36514837
46,117,0.15430336
49,101,0.17677669
48,95,0.16903085
145,162,0.2182179
183,187,0.19245009
142,185,0.125
10,124,0.11396058
39,185,0.35355338
17,185,0.2236068
69,171,0.13608277
30,130,0.9036961
9,148,0.28867513
58,185,0.28867513
49,180,0.13363062
48,149,0.1490712
142,148,0.14433756
