seq1,seq2,similarity
54,86,0.35346425
90,156,0.514205
13,107,0.46869758
13,160,0.2554881
13,73,0.5764186
13,55,0.6246327
34,187,0.6062731
52,123,0.48444408
68,153,0.64329517
52,139,0.46353218
68,186,0.550902
17,141,0.5362047
29,94,0.38361612
17,45,0.61341774
17,105,0.43310833
29,41,0.4814247
4,186,0.48356482
4,78,0.61227185
4,8,0.39012033
4,84,0.4971409
69,193,0.3814562
5,140,0.5587077
5,116,0.33834496
5,168,0.4722446
75,194,0.42958432
94,111,0.58819926
94,104,0.51230425
94,115,0.548423
94,107,0.36826015
38,137,0.24497986
38,183,0.3077984
71,194,0.38797867
71,144,0.5487624
12,165,0.4318036
12,137,0.6484113
12,192,0.62768763
12,51,0.6313049
25,100,0.5930007
51,165,0.35338086
51,171,0.48578516
25,117,0.48720032
84,196,0.4303708
7,133,0.41325104
7,67,0.55498004
7,166,0.48434007
16,199,0.5765851
32,199,0.70609295
16,96,0.42651486
16,124,0.53810143
16,105,0.33354273
61,66,0.70363486
83,118,0.5112399
61,110,0.6927544
78,86,0.48296136
30,101,0.7029243
30,46,0.56691056
30,49,0.7130666
9,126,0.60117793
9,64,0.46070096
9,94,0.4490732
9,111,0.62862706
9,112,0.5849962
46,199,0.6573971
46,65,0.41569522
58,125,0.35076147
58,71,0.49871325
37,128,0.66769844
37,123,0.63119537
37,175,0.8142312
53,121,0.39262345
91,164,0.4138401
91,187,0.48161647
91,149,0.4108317
87,120,0.4945256
43,107,0.4867483
43,174,0.6766235
87,182,0.70176464
15,109,0.38687328
14,68,0.5407731
14,103,0.45957986
14,102,0.48275298
14,185,0.4460568
22,139,0.48646396
22,196,0.421207
22,61,0.7123227
63,112,0.4563614
28,31,0.5590974
49,189,0.5562993
49,147,0.556152
49,184,0.5936815
28,38,0.23924655
60,156,0.5317382
60,170,0.38849974
60,188,0.45252535
96,169,0.3800609
77,179,0.5005346
77,182,0.4117867
77,175,0.48566592
77,92,0.38059995
86,126,0.50394636
88,138,0.5739487
88,150,0.5707002
93,199,0.71703476
82,140,0.6180672
82,165,0.49306518
36,194,0.41075775
45,81,0.5584253
45,172,0.32798693
45,65,0.3613766
67,148,0.6504257
67,127,0.37403178
67,79,0.68934965
67,92,0.5716174
31,121,0.4728825
31,192,0.43187344
31,118,0.5787837
41,169,0.42345676
41,195,0.6358236
18,149,0.4710336
18,72,0.49844134
18,174,0.6276134
81,104,0.6118416
81,83,0.5690174
59,159,0.860414
59,140,0.64310133
40,106,0.6739876
40,95,0.4952977
74,85,0.41389534
57,132,0.3865968
57,66,0.34125605
24,87,0.59945977
24,132,0.48340097
6,145,0.6194663
6,95,0.56683755
6,174,0.7155296
47,110,0.6891874
47,88,0.5607968
70,173,0.6356166
70,152,0.5294104
48,145,0.5179989
48,53,0.6414164
44,179,0.5207043
44,154,0.3022234
79,191,0.63160926
79,138,0.5695392
62,64,0.62440914
62,81,0.5419611
1,45,0.36629948
1,128,0.34698167
1,93,0.29333532
11,47,0.51226455
11,54,0.40335742
11,82,0.5078097
33,61,0.543523
33,178,0.45689172
148,158,0.519969
175,196,0.50030494
120,181,0.5377806
146,152,0.51269984
123,175,0.61404675
187,198,0.49815458
124,129,0.65523314
166,195,0.44356543
155,178,0.55094254
145,153,0.65029114
121,133,0.30886808
121,156,0.48951894
150,179,0.73380035
178,192,0.51211876
135,183,0.56544936
136,159,0.4483822
109,114,0.33603612
157,199,0.5505951
118,154,0.37494317
188,189,0.5742282
116,186,0.46868417
104,132,0.41065496
104,130,0.7121168
153,196,0.4616793
117,145,0.4828628
122,157,0.6683746
102,172,0.43611243
101,104,0.41855204
101,124,0.48894137
107,163,0.42058796
113,153,0.5712628
107,171,0.49328566
167,171,0.6537241
164,175,0.31940624
106,172,0.34124488
106,109,0.46032643
174,195,0.50264657
149,161,0.4359632
115,163,0.5922065
108,118,0.46968222
100,187,0.49711326
100,114,0.38945544
159,188,0.4249835
137,140,0.6748369
165,177,0.51625943
105,171,0.43806773
105,107,0.33428
114,149,0.34858572
103,152,0.5679657
144,154,0.4887356
160,178,0.2896995
162,193,0.43243223
179,188,0.6190699
125,174,0.48030645
125,195,0.33506715
125,178,0.50006807
192,194,0.4300362
131,171,0.42910635
131,163,0.49936542
134,194,0.3780734
163,189,0.56120586
128,161,0.48883933
126,132,0.48375136
141,150,0.6105563
130,148,0.47357294
142,186,0.55030173
177,180,0.5143908
138,199,0.66619474
139,171,0.5191534
112,194,0.34596276
119,129,0.6184897
119,147,0.51242083
133,163,0.46589774
189,199,0.6971947
129,198,0.5431272
132,198,0.44059703
27,70,0.43842942
27,173,0.46742344
35,103,0.5887208
35,85,0.42446652
89,190,0.41912103
89,161,0.42855316
23,182,0.44459438
23,160,0.16900006
97,134,0.5214128
97,191,0.640451
3,10,0.6200248
3,130,0.5973388
3,95,0.44013804
80,101,0.5427219
80,150,0.71240014
42,105,0.3200821
42,172,0.18463117
98,125,0.40805066
0,125,0.35511395
0,58,0.19093612
0,175,0.2938013
66,198,0.52212495
66,192,0.55457675
26,144,0.6061158
26,196,0.44883212
10,186,0.58033943
10,37,0.6588424
10,123,0.6026287
73,140,0.5466825
73,89,0.49404716
92,106,0.5241459
56,115,0.56456125
56,59,0.46234474
72,88,0.53759634
64,68,0.42847943
64,69,0.55469215
39,139,0.9668132
39,181,0.44631636
39,123,0.54667705
50,168,0.43137202
50,164,0.31574032
19,73,0.65926164
19,39,0.7617925
19,182,0.60616124
20,159,0.49412322
20,188,0.65429556
20,163,0.67299336
21,48,0.51661986
21,117,0.34241208
55,69,0.38583857
55,172,0.32257342
85,174,0.45868462
90,122,0.66576606
54,111,0.55466396
90,113,0.53042966
34,66,0.50328344
13,87,0.48014393
34,175,0.5511656
13,141,0.5517576
13,24,0.57830954
68,98,0.49521545
52,66,0.5538961
68,131,0.35596615
68,87,0.518614
29,72,0.38681003
17,47,0.52666646
29,76,0.36667573
17,139,0.55498207
17,98,0.5823721
69,111,0.5042996
4,53,0.47291505
4,146,0.490512
4,149,0.37104434
4,153,0.63713545
5,86,0.40354884
5,166,0.487601
75,86,0.4694275
5,93,0.38558924
8,163,0.4267621
8,139,0.42830434
94,189,0.4639161
8,31,0.44919533
71,72,0.5674909
71,133,0.4452602
71,174,0.63549197
38,84,0.31411475
12,64,0.601996
12,132,0.5014269
76,194,0.28590113
12,49,0.5530671
51,88,0.6740669
51,153,0.5404966
51,57,0.43060076
25,74,0.5578645
84,92,0.3972604
7,100,0.3685944
7,52,0.58693737
84,103,0.52031493
32,133,0.40898737
16,27,0.31597042
32,72,0.5374459
32,119,0.74401736
16,189,0.4977514
61,170,0.5516618
61,146,0.66735876
61,153,0.7520144
30,136,0.58919567
30,154,0.40296838
30,152,0.54800385
30,122,0.78591305
9,105,0.2816966
9,45,0.49613428
65,98,0.43562844
9,188,0.47421327
9,65,0.24751693
46,188,0.5573821
46,114,0.29317734
46,132,0.5005953
46,170,0.4472034
37,105,0.45654607
37,96,0.5496526
37,185,0.71914625
53,126,0.48462543
91,139,0.41882572
91,130,0.46884802
95,196,0.46853355
43,177,0.5460759
87,103,0.49156857
87,188,0.50759166
43,178,0.43126214
15,131,0.33265296
15,117,0.3671399
14,134,0.45497635
15,91,0.44452074
15,39,0.4484477
22,187,0.5114379
63,122,0.60095906
63,113,0.4092263
63,181,0.53734726
49,187,0.58374107
28,98,0.43472132
28,160,0.20524904
49,69,0.4753985
28,168,0.38447797
60,179,0.4914364
60,73,0.42768645
96,192,0.41428208
60,196,0.47651947
2,38,0.29493582
2,151,0.5557592
77,108,0.38241592
2,41,0.434638
88,185,0.52613294
88,167,0.6001889
86,182,0.4353744
82,98,0.5970136
82,92,0.4940104
82,142,0.5854323
45,110,0.6598702
45,155,0.5478099
45,90,0.55277884
45,89,0.5522132
67,146,0.57498
67,178,0.5505737
99,113,0.51453936
67,115,0.65412855
31,102,0.50819594
31,181,0.46694052
31,196,0.4209565
41,168,0.498659
41,164,0.24000676
18,88,0.55627626
18,182,0.484117
18,55,0.53313136
81,147,0.44781762
59,188,0.53327215
59,184,0.60591435
40,196,0.44765776
40,69,0.5583465
74,103,0.49180752
57,177,0.3156281
57,88,0.5167928
24,58,0.4941575
24,39,0.52139276
6,57,0.35685468
6,171,0.70577246
6,188,0.5197192
47,192,0.6104407
47,159,0.3810942
70,142,0.6639391
70,148,0.50562435
48,75,0.556299
48,77,0.3510658
44,180,0.46958494
44,72,0.36982036
79,133,0.4813878
79,117,0.507414
62,83,0.6550592
62,72,0.56718194
1,142,0.45255217
1,40,0.40470347
1,187,0.38420933
11,95,0.2729465
11,137,0.6135957
11,168,0.4119915
33,165,0.43983692
33,144,0.42576507
148,149,0.59221303
175,199,0.79302776
120,124,0.5417652
146,157,0.4525213
123,197,0.6308096
187,194,0.3979093
124,173,0.5733849
155,160,0.29357854
145,156,0.6253376
121,124,0.54683506
121,165,0.43844363
150,151,0.7292481
178,198,0.4566559
135,164,0.291734
136,139,0.5253671
109,120,0.49110413
157,175,0.54419243
118,125,0.5289268
118,184,0.66385883
188,191,0.5696958
116,197,0.4599837
104,126,0.6426699
104,178,0.46286705
153,170,0.51879287
117,166,0.48999503
102,111,0.5906744
122,130,0.6438633
111,168,0.5386004
101,196,0.34853655
113,185,0.48521534
107,192,0.38479653
113,140,0.4633225
156,164,0.3999826
164,177,0.35804668
106,133,0.51211846
106,108,0.46889567
174,176,0.410325
115,155,0.6414592
149,166,0.5357404
108,184,0.52372485
154,175,0.43390903
100,188,0.51345295
183,194,0.47886768
137,150,0.79340184
105,110,0.53567076
105,168,0.45080826
114,174,0.25298676
103,188,0.52733195
144,186,0.4811765
143,157,0.3835176
162,181,0.54484636
179,186,0.5826637
127,166,0.303492
127,174,0.39065045
131,137,0.3848405
140,188,0.5875267
134,162,0.50780106
163,164,0.3365779
128,155,0.5224278
126,148,0.5754486
141,196,0.52740693
130,155,0.50582314
142,183,0.5691058
177,185,0.47328115
138,150,0.60946536
139,173,0.5927837
112,186,0.5759052
119,188,0.6387161
119,167,0.721065
133,156,0.38066226
189,191,0.53755873
129,130,0.46922967
132,137,0.6129433
27,148,0.32395145
27,30,0.3982646
35,183,0.60661066
35,114,0.26176193
89,98,0.50543904
89,197,0.47408438
23,55,0.44162908
23,139,0.5116477
97,124,0.6317621
97,171,0.65703166
3,161,0.54537815
3,125,0.36886948
3,41,0.5287427
80,168,0.54572105
80,136,0.54027635
42,175,0.38990158
42,194,0.18662928
98,180,0.59457123
0,29,0.29872248
0,177,0.2263368
0,97,0.29311848
66,111,0.658995
66,92,0.57162094
26,142,0.5760881
26,53,0.4410079
10,122,0.73372406
10,80,0.64800733
10,145,0.6537731
73,121,0.41887268
73,109,0.4653258
92,127,0.33035615
56,192,0.48588023
56,153,0.5854405
72,167,0.58446294
64,166,0.5157909
64,118,0.55380327
39,94,0.5266108
39,83,0.449295
50,187,0.6838224
50,120,0.42787957
19,168,0.5258867
19,136,0.60307944
19,139,0.7339528
20,54,0.54735404
20,43,0.68875784
20,131,0.47374687
21,189,0.4946303
21,37,0.65227664
55,143,0.49644637
55,183,0.60515237
85,184,0.46327692
90,158,0.4954533
54,101,0.40167934
90,110,0.5748882
34,79,0.47011128
13,147,0.61691517
13,152,0.5269038
13,177,0.5781394
34,74,0.29887938
52,81,0.57808965
68,78,0.5243544
68,158,0.40118176
68,112,0.46620125
17,87,0.54497176
17,50,0.49414214
17,151,0.43771172
17,152,0.51714164
29,57,0.29355696
4,150,0.64119196
4,91,0.54133356
4,58,0.43045244
4,24,0.59826803
4,147,0.59979665
5,149,0.4408023
5,119,0.5933083
75,100,0.53627616
5,50,0.40257102
8,183,0.48747104
8,127,0.24947208
8,150,0.480832
8,172,0.3188793
71,150,0.7271652
38,80,0.25508243
71,110,0.63920575
38,138,0.5828198
12,199,0.7207924
12,191,0.65270734
76,106,0.32580167
12,122,0.7313243
25,73,0.58936447
25,136,0.5416869
51,172,0.23857129
25,106,0.58156353
7,186,0.47375828
7,107,0.766451
7,192,0.4605734
84,180,0.5830006
16,191,0.49172008
16,79,0.5980456
32,182,0.60654765
16,159,0.4873549
16,17,0.50449675
83,110,0.6114178
83,171,0.61828727
61,181,0.63408536
30,63,0.5518393
78,183,0.6515443
30,135,0.5643593
30,71,0.6341689
9,37,0.6355351
9,103,0.55819947
9,106,0.46032643
9,137,0.6583805
9,145,0.477448
46,94,0.4411432
46,72,0.5641363
46,124,0.53714955
46,127,0.3018786
37,45,0.664359
37,161,0.62881935
37,58,0.5424483
53,145,0.5303537
95,189,0.42803276
95,153,0.45358136
95,158,0.40169838
87,116,0.42695433
43,60,0.5299144
87,117,0.44971508
43,104,0.6310555
15,135,0.5315614
15,16,0.43115506
14,117,0.31758767
15,166,0.37652725
14,163,0.4883664
14,158,0.43890226
22,116,0.44062996
63,74,0.35409525
63,116,0.32727134
22,108,0.4583663
49,175,0.6644353
28,43,0.44762298
28,198,0.42209405
28,179,0.553539
28,106,0.4788152
60,198,0.40905586
60,82,0.5085432
60,71,0.5233281
60,197,0.45041385
2,85,0.51272404
2,96,0.3878601
2,172,0.38763708
2,84,0.49567357
86,122,0.5351452
88,194,0.26239815
88,196,0.4942609
82,171,0.66389704
82,170,0.5454384
93,132,0.55447876
45,131,0.35372326
36,64,0.5816695
45,79,0.6653538
36,168,0.50756264
99,171,0.8042958
67,193,0.5400359
99,149,0.47348982
99,110,0.68073666
31,137,0.52971333
31,168,0.42464072
31,55,0.49564326
41,149,0.4372106
41,123,0.47691974
18,160,0.29398468
18,31,0.55687314
18,142,0.62598276
81,160,0.22292271
59,92,0.42914802
59,135,0.53813004
40,72,0.58402616
40,130,0.49058008
74,126,0.49464533
57,191,0.41380632
57,118,0.42576447
24,167,0.60757333
24,27,0.43547478
24,143,0.673496
6,105,0.4614983
6,14,0.48838875
6,42,0.4026709
47,51,0.5559713
47,78,0.6206786
70,130,0.5008712
70,149,0.42405623
48,135,0.5955516
48,117,0.4640919
44,69,0.38607556
44,108,0.36736006
79,166,0.57512355
79,95,0.5419399
62,78,0.6105481
62,191,0.6230269
1,172,0.27074865
1,8,0.25604758
1,192,0.2745499
11,83,0.5322228
11,144,0.6194769
11,188,0.4263171
33,114,0.31617042
33,110,0.4287925
148,194,0.38665703
175,190,0.558701
120,154,0.39120364
146,159,0.37434143
123,152,0.46088073
187,191,0.5249786
124,177,0.5316575
155,157,0.47549975
145,199,0.7332927
121,169,0.45227435
121,157,0.37242472
150,156,0.5799744
178,184,0.53435636
135,138,0.4918522
136,179,0.67606014
109,116,0.4186236
157,170,0.47897536
118,142,0.6748131
118,195,0.42022252
188,190,0.5561864
104,124,0.6455857
104,136,0.5375067
116,184,0.5669471
172,178,0.284
170,194,0.3655403
122,184,0.7276108
102,145,0.6214564
111,159,0.42861068
101,149,0.51760066
113,173,0.4885556
107,120,0.43819755
113,126,0.47774196
167,179,0.6914287
164,180,0.31029773
106,197,0.5016617
106,114,0.2584246
182,193,0.47733176
149,192,0.4782586
115,197,0.54028493
108,155,0.46734813
100,167,0.5356017
100,141,0.49063915
159,178,0.37952834
137,152,0.65276766
105,167,0.41614133
105,187,0.40048465
114,161,0.41361344
144,152,0.58027303
144,180,0.67997766
160,175,0.34352148
162,170,0.50432056
179,180,0.72598845
125,147,0.4357578
125,132,0.39158905
131,195,0.38601246
131,145,0.36062896
173,195,0.46078134
128,173,0.60201263
126,194,0.36291155
141,188,0.55779654
130,198,0.3940832
142,162,0.588214
177,183,0.47224572
138,179,0.58687896
139,162,0.49489903
112,184,0.650644
119,162,0.6143322
119,150,0.6362387
133,145,0.3874718
189,190,0.47862065
129,188,0.5711435
132,177,0.4438155
27,141,0.39116937
27,138,0.4452765
35,113,0.52154255
35,108,0.57715183
89,109,0.4216784
89,157,0.4330593
23,94,0.46274078
23,156,0.5719788
97,181,0.5593012
97,119,0.54667574
3,136,0.5860366
3,146,0.54783905
3,132,0.5222081
80,151,0.5326692
80,120,0.5319088
42,75,0.34839478
42,79,0.5328685
98,141,0.57044685
0,114,0.13244416
0,127,0.24037494
0,150,0.33401915
66,188,0.47336656
66,79,0.5786295
26,162,0.59626323
26,170,0.47695836
10,176,0.40780145
10,93,0.5405634
10,41,0.5539176
73,97,0.51374555
73,122,0.6753581
92,178,0.41703674
56,184,0.5337585
56,188,0.4790752
72,95,0.3916727
64,102,0.61027145
64,82,0.5858187
39,127,0.27227497
39,147,0.39586762
50,185,0.4679552
50,122,0.5701869
19,81,0.5846583
19,129,0.59353316
19,32,0.796702
20,38,0.34468725
20,76,0.36633155
20,118,0.5845417
21,93,0.8230794
21,144,0.6981632
55,107,0.5271575
55,94,0.52387524
85,98,0.48689312
90,98,0.5477754
54,82,0.50872236
54,67,0.58768
34,73,0.4899323
34,55,0.6481386
34,93,0.6217327
34,115,0.5268652
34,103,0.5134799
52,170,0.5009698
68,106,0.54622847
52,128,0.5788975
52,113,0.4475897
29,127,0.27676564
17,185,0.5948029
17,130,0.61073506
29,156,0.39838007
17,157,0.54273176
69,195,0.42723247
4,161,0.4552358
4,49,0.63639444
4,66,0.5486088
69,96,0.35759893
5,17,0.48320037
5,153,0.53622437
5,144,0.5002534
5,84,0.4377791
94,119,0.5391245
8,18,0.4217588
8,122,0.50125146
8,182,0.44122458
71,103,0.56229925
38,199,0.28036162
38,167,0.22697142
38,146,0.28566626
12,120,0.6322736
12,179,0.747108
12,107,0.44006976
12,86,0.49728698
51,179,0.6844633
51,66,0.48639762
51,164,0.38252223
51,186,0.48652342
84,168,0.49037635
7,46,0.5109445
7,102,0.5504378
7,68,0.5696992
16,67,0.54884636
16,82,0.51830846
16,122,0.5539149
16,173,0.5711772
32,76,0.43746978
61,175,0.7423134
61,185,0.65597934
83,174,0.62293273
78,126,0.5830533
30,199,0.7533341
78,178,0.8096118
30,67,0.7071579
65,176,0.32066864
65,80,0.40448695
65,158,0.40625414
65,106,0.39101672
9,54,0.43755382
46,50,0.41292033
46,138,0.5116244
46,76,0.38451767
58,124,0.45736822
53,172,0.3641132
37,197,0.6201221
37,49,0.6904517
37,188,0.6023735
91,98,0.41913757
95,165,0.3045668
91,110,0.5280845
43,130,0.66263366
87,139,0.4349686
43,152,0.50674504
87,194,0.38763937
14,184,0.37969312
15,152,0.47704643
15,95,0.44198164
14,137,0.59175783
14,124,0.4766195
14,21,0.56514734
63,141,0.46797737
22,166,0.5904893
63,196,0.30760255
63,166,0.4346799
28,95,0.47151896
28,166,0.46667427
28,64,0.4647347
49,71,0.5650112
28,99,0.5409199
96,134,0.2986185
60,149,0.41874793
96,98,0.43947035
96,136,0.4580002
77,193,0.4423078
2,123,0.50638217
2,182,0.697243
2,45,0.47012317
86,101,0.3178602
88,163,0.627589
88,181,0.49664515
82,148,0.62584543
93,169,0.53264976
82,173,0.60318923
93,145,0.5445146
36,157,0.5701372
36,163,0.6492491
36,114,0.30352184
36,72,0.6183817
99,143,0.58289033
67,147,0.6208206
67,111,0.7058188
99,119,0.7127059
31,113,0.44537258
31,44,0.4284453
31,193,0.35370356
41,106,0.5790326
41,81,0.5973468
18,80,0.5426739
18,97,0.55025196
18,166,0.54719603
81,136,0.57749194
59,76,0.2633043
59,172,0.30067506
40,80,0.710015
40,114,0.311513
74,161,0.36706895
57,117,0.42172447
57,164,0.36097538
24,42,0.3778173
24,149,0.4629197
24,82,0.7198747
6,195,0.5940925
6,89,0.5234099
6,91,0.49303666
47,105,0.39775783
47,170,0.4837551
70,119,0.63824016
70,129,0.5478014
48,178,0.4523532
48,174,0.6081497
44,151,0.5128962
44,159,0.33085057
79,122,0.7384992
79,157,0.529859
62,111,0.59194744
62,76,0.36944705
1,84,0.3405329
1,67,0.3583686
1,34,0.2676222
11,69,0.43924123
11,176,0.3632065
11,165,0.33170477
33,196,0.36813164
33,168,0.33568084
148,150,0.63751256
175,183,0.6536389
120,182,0.6525533
146,161,0.47662345
123,189,0.5938768
187,193,0.39566585
124,160,0.26036912
155,165,0.4325581
145,196,0.47039634
121,185,0.6197356
150,189,0.658323
135,148,0.56935984
136,163,0.5932955
109,117,0.3879531
157,177,0.4079665
118,179,0.7048492
118,173,0.6543058
188,195,0.40644056
104,169,0.49310207
104,158,0.45584124
104,112,0.45063764
153,179,0.6529635
117,126,0.4876665
122,189,0.67157227
122,141,0.6062852
101,176,0.2897964
101,173,0.61067885
107,175,0.53894573
107,130,0.42615995
107,196,0.3519362
156,187,0.47630167
164,172,0.22952625
106,175,0.6387512
106,127,0.4107761
174,188,0.5835059
149,154,0.33394083
149,174,0.46930715
108,157,0.3978153
100,106,0.46219096
154,179,0.48429996
159,199,0.52701485
137,192,0.61790943
105,157,0.35132226
105,135,0.45477664
114,141,0.2361884
144,161,0.5637336
144,150,0.7072339
160,161,0.365239
110,175,0.6857506
179,184,0.70656127
127,152,0.32794306
127,183,0.40075856
140,160,0.30866706
131,164,0.34018034
134,177,0.5071571
128,166,0.5451245
126,199,0.7297684
141,190,0.5840409
142,175,0.61568785
177,194,0.45535177
138,159,0.40347824
139,177,0.4484321
112,142,0.5983541
119,141,0.63620096
119,186,0.57316875
133,152,0.4442921
189,194,0.39091378
129,186,0.46778134
132,194,0.36178735
27,180,0.40338865
27,74,0.36437708
35,101,0.52748245
35,107,0.5389581
89,91,0.43044743
89,131,0.30839258
23,59,0.49055025
23,32,0.61516863
23,117,0.30402002
97,189,0.5477131
97,103,0.5505444
3,42,0.44309852
3,98,0.62921536
3,8,0.4173229
80,124,0.7076134
80,175,0.78068835
42,130,0.37915808
42,74,0.43493918
98,176,0.34759963
0,90,0.29924968
0,26,0.33216032
0,161,0.2988467
66,176,0.41138625
66,71,0.6247329
26,123,0.50837386
26,188,0.48805285
10,169,0.51235765
10,94,0.56880766
10,81,0.62128204
73,158,0.562479
73,166,0.54903406
92,150,0.5859041
56,95,0.4070615
56,162,0.44721448
72,79,0.5781184
64,194,0.41125372
64,183,0.58783394
39,169,0.40403602
39,161,0.37333873
50,91,0.4434849
50,180,0.58190966
19,27,0.51925576
19,115,0.6023161
19,77,0.4137291
20,56,0.5564546
20,39,0.57424563
20,183,0.6932281
21,115,0.50978
21,114,0.3436062
55,171,0.6628812
55,133,0.44096705
85,116,0.46214762
54,99,0.5919334
90,126,0.6039992
54,93,0.51610595
34,98,0.56666183
34,168,0.36388788
34,128,0.5016463
34,105,0.2847245
34,162,0.5300708
68,197,0.47773334
68,166,0.61939335
68,137,0.65560395
68,75,0.676265
17,131,0.37492767
17,110,0.6206568
29,108,0.2656628
17,31,0.46570224
29,121,0.45339194
69,132,0.47517475
4,18,0.50402814
4,148,0.4368917
4,38,0.15624402
69,171,0.58556587
75,192,0.53433114
75,91,0.5247615
75,179,0.6822907
75,159,0.4755548
94,166,0.52254534
8,23,0.42107618
94,143,0.46736187
8,192,0.50271994
38,106,0.31003952
71,168,0.52113837
71,135,0.55807763
71,100,0.51337516
12,126,0.6162266
76,83,0.37178904
12,58,0.4470925
12,167,0.67002016
25,126,0.59637606
25,57,0.43578285
51,144,0.54190636
25,97,0.5432596
84,141,0.4965165
7,21,0.60304177
7,10,0.70288825
7,71,0.4735886
16,164,0.29356766
32,186,0.50249976
16,186,0.464864
32,115,0.56803095
16,107,0.42239383
61,88,0.6024143
61,179,0.71837574
61,139,0.5605872
78,138,0.5536891
30,141,0.55112314
30,95,0.44447416
30,137,0.7581862
65,129,0.36678836
9,196,0.3750431
65,92,0.302154
65,180,0.3832019
9,79,0.50082475
46,84,0.5338775
46,164,0.32119283
46,89,0.5520906
46,122,0.6416188
53,183,0.58464855
53,65,0.36238584
53,146,0.6499964
37,106,0.71285915
91,117,0.3918561
91,188,0.52684087
95,199,0.52238375
87,176,0.3866226
87,181,0.60030776
43,95,0.35344183
87,161,0.488986
14,51,0.3834022
14,32,0.4541916
14,128,0.520053
15,164,0.3583794
14,65,0.35408023
14,132,0.5591577
22,167,0.58231735
22,48,0.5645855
63,140,0.5043662
63,85,0.47056183
28,29,0.3720798
28,154,0.33081728
28,174,0.5447836
28,129,0.49035335
28,108,0.47583717
96,131,0.39144787
60,178,0.39924458
60,101,0.44942024
96,170,0.41552442
77,80,0.4525797
77,128,0.47346163
2,166,0.5128837
2,134,0.44235277
88,149,0.4815818
88,104,0.46401834
86,158,0.4185426
82,111,0.61906546
82,192,0.59211254
82,104,0.5856351
93,130,0.59788626
45,142,0.6277678
36,87,0.5305901
45,94,0.50255257
36,77,0.44558117
67,191,0.6445093
99,190,0.598644
67,140,0.6770542
99,111,0.79380757
31,116,0.411715
31,65,0.45376673
31,194,0.40238044
41,90,0.48995402
41,60,0.49262798
18,187,0.43260682
18,193,0.59008956
18,167,0.5521121
81,112,0.54960084
59,121,0.63031435
59,143,0.5563201
40,61,0.68436295
40,94,0.62423193
74,164,0.27782476
57,143,0.28326538
57,87,0.34005502
24,113,0.44284862
24,144,0.5863524
24,80,0.6137147
6,96,0.48102665
6,70,0.6049282
6,157,0.4888384
47,58,0.49624556
47,173,0.5723384
70,161,0.42630464
70,75,0.56613857
48,127,0.31036875
48,87,0.57407075
44,144,0.6679136
44,53,0.44006765
79,110,0.6506748
79,136,0.6531854
62,67,0.6566007
62,141,0.6034221
1,144,0.33417138
1,181,0.35185438
1,79,0.35028917
11,70,0.43248856
11,78,0.5474299
11,156,0.48723474
33,154,0.3293546
33,85,0.45422655
148,184,0.61461824
175,187,0.66078246
120,125,0.41234517
146,158,0.5119374
123,153,0.5278972
187,189,0.58899623
124,166,0.5352602
155,193,0.46542346
145,158,0.52751756
121,125,0.3097129
150,194,0.4347108
135,157,0.4382477
136,152,0.49345335
109,111,0.62862706
157,164,0.4093568
118,144,0.5755404
118,132,0.47999376
188,192,0.5134896
171,181,0.65080184
104,148,0.4368917
104,164,0.34597945
104,186,0.48356482
172,181,0.38764015
117,165,0.319961
122,137,0.85616314
102,121,0.53549516
101,174,0.5236861
111,147,0.52330124
107,116,0.3944341
107,150,0.52728754
107,153,0.4759008
156,158,0.51015234
194,196,0.24948792
106,168,0.5217707
106,162,0.5601293
182,189,0.53825855
149,170,0.3316932
115,133,0.5130656
108,176,0.40333837
100,165,0.37051025
100,185,0.50812465
159,176,0.2782893
137,189,0.630983
147,170,0.4807108
105,173,0.47933716
114,136,0.40118885
103,115,0.5805369
103,105,0.34448647
143,162,0.55920166
110,127,0.3876202
190,196,0.45666152
127,135,0.37056804
127,132,0.35369915
131,198,0.47114798
131,175,0.4427118
173,185,0.65792423
128,165,0.3770665
126,168,0.47459757
141,178,0.4993652
142,170,0.5821446
177,199,0.6194524
138,166,0.54745984
139,188,0.47564942
112,129,0.5359181
119,122,0.7233708
119,171,0.62879163
189,195,0.40898094
129,185,0.5416892
132,161,0.58359665
27,181,0.38606447
27,93,0.39334917
35,199,0.764362
35,41,0.5513944
89,132,0.47899616
89,168,0.37575728
23,153,0.40430465
23,159,0.40738407
23,35,0.48497123
97,150,0.6404685
97,182,0.64089483
3,46,0.50951797
3,193,0.4990503
3,137,0.75768703
80,196,0.44228676
80,184,0.62814665
42,156,0.42715672
42,65,0.28780493
98,137,0.63492423
0,187,0.26511827
0,20,0.27310982
0,135,0.3343887
66,166,0.76370317
66,72,0.53178537
26,116,0.5122698
26,168,0.50039595
10,89,0.52707464
10,187,0.5846379
10,65,0.4034872
73,106,0.5421635
73,144,0.50035524
92,194,0.40572873
56,134,0.45524782
56,199,0.5814663
72,188,0.5312842
72,84,0.5495574
64,136,0.5254045
39,101,0.43108678
39,78,0.4780214
50,52,0.42649877
50,182,0.5051929
19,181,0.60841304
19,164,0.36217844
19,125,0.56729543
20,113,0.52853644
20,99,0.8427947
20,30,0.6997169
21,74,0.31063554
21,143,0.48435888
55,71,0.5663046
55,158,0.44367766
85,109,0.34053802
54,126,0.52237225
54,151,0.50633824
54,188,0.44092384
13,129,0.5285475
