seq1,seq2,similarity
84,108,0.4612288475036621
12,67,0.5618699789047241
9,43,0.5484701991081238
25,125,0.5579979419708252
32,33,0.44018712639808655
25,107,0.500152587890625
7,130,0.6207038760185242
25,91,0.5738738775253296
12,55,0.22414958477020264
25,155,0.49762505292892456
65,99,0.527022659778595
30,93,0.3112415075302124
78,120,0.7382333874702454
78,165,0.34997695684432983
9,36,0.62774658203125
32,55,0.5387462377548218
84,102,0.6482648253440857
30,191,0.7545421123504639
84,192,0.5864397287368774
15,81,0.2576642334461212
37,97,0.493324875831604
43,60,0.05680764466524124
63,126,0.7973775267601013
87,183,0.6793313026428223
49,147,0.48842373490333557
65,138,0.7976537942886353
22,70,0.6211057305335999
58,179,0.6139727234840393
37,169,0.8331254720687866
14,171,0.6753055453300476
37,44,0.8012751340866089
37,161,0.5322249531745911
95,190,0.9569298624992371
28,94,0.4823448359966278
95,101,0.019563578069210052
95,163,0.5694586038589478
87,147,0.5767421126365662
65,110,0.49764910340309143
46,141,0.6942975521087646
58,171,0.5466128587722778
43,119,0.5423500537872314
65,169,0.6892346143722534
28,58,0.4924463629722595
46,56,0.5676231980323792
43,125,0.38935786485671997
14,76,0.16085012257099152
37,181,0.8080335259437561
63,129,0.7357354164123535
86,166,0.6287271976470947
82,151,0.3260340094566345
77,171,0.26621130108833313
82,125,0.6248339414596558
88,130,0.5867986083030701
2,183,0.46249860525131226
77,194,0.3698346018791199
28,82,0.5777322053909302
60,73,0.33826783299446106
60,112,0.3314933776855469
77,172,0.14208336174488068
28,96,0.4744386374950409
60,161,0.5171107053756714
77,87,0.16472813487052917
45,174,0.5432533621788025
31,133,0.3389171361923218
36,118,0.7334252595901489
31,64,0.5750779509544373
59,124,0.7590497732162476
45,115,0.5220754146575928
45,120,0.6343302726745605
6,34,0.40630531311035156
31,66,0.5954123735427856
24,128,0.43489253520965576
24,148,0.6456520557403564
41,193,0.23812322318553925
93,146,0.43778735399246216
45,169,0.609790563583374
59,65,0.5313244462013245
36,171,0.7198408246040344
31,37,0.4371160566806793
67,141,0.7323462963104248
18,196,0.7330551743507385
81,99,0.5431228280067444
24,159,0.738200306892395
59,133,0.6222984194755554
40,163,0.5944518446922302
18,96,0.4707871675491333
18,85,0.30692344903945923
24,179,0.5487794280052185
40,145,0.6041695475578308
41,120,0.4367591142654419
99,159,0.6782498955726624
1,23,0.3850901126861572
158,172,0.24744589626789093
44,81,0.6645021438598633
33,126,0.7423861622810364
44,185,0.4601080119609833
187,194,0.7351822853088379
62,80,0.6813923120498657
79,96,0.5550849437713623
123,175,0.4833151698112488
48,177,0.48612940311431885
47,83,0.7131560444831848
1,183,0.030710333958268166
33,190,0.877800464630127
1,70,0.4782582223415375
6,127,0.31031209230422974
33,71,0.4716198742389679
11,160,0.07841382175683975
47,59,0.8104701638221741
44,84,0.4422951936721802
44,55,0.2348490208387375
33,111,0.780734121799469
6,193,0.28291386365890503
1,193,0.679320752620697
185,198,0.5282567143440247
33,167,0.6454859972000122
79,174,0.7642955780029297
6,47,0.4939623773097992
48,85,0.6091707348823547
116,166,0.7114405035972595
116,183,0.6735389828681946
118,185,0.4790055453777313
178,199,0.7801207304000854
172,196,0.3589424192905426
104,123,0.4368107318878174
109,136,0.48074600100517273
150,169,0.6715355515480042
117,165,0.290277361869812
117,126,0.6619216203689575
118,166,0.6079869866371155
170,178,0.6177458763122559
135,152,0.8163487315177917
109,195,0.2594848573207855
143,192,0.36314019560813904
122,135,0.6696431040763855
182,193,0.6690371632575989
103,183,0.4873695969581604
122,196,0.6707086563110352
108,142,0.682102382183075
114,118,0.2359648048877716
165,192,0.28489282727241516
101,154,0.13232247531414032
182,198,0.792484700679779
114,159,0.28890860080718994
143,169,0.5116600394248962
113,136,0.8415658473968506
105,172,0.7528489232063293
113,141,0.6479209661483765
159,172,0.23723573982715607
111,161,0.3753700256347656
108,127,0.25658831000328064
100,166,0.8448916077613831
165,172,0.5249367356300354
194,199,0.5138880610466003
113,165,0.3204459249973297
197,199,0.6882846355438232
115,139,0.4633588492870331
183,196,0.46131089329719543
110,127,0.3186213970184326
144,151,0.31823697686195374
159,198,0.7948513031005859
138,162,0.49105510115623474
119,150,0.6827583312988281
140,157,0.5582185387611389
112,190,0.615511953830719
131,148,0.36935803294181824
129,136,0.42434167861938477
125,136,0.7086018323898315
139,155,0.4801545739173889
139,145,0.5192930102348328
173,189,0.848487377166748
130,195,0.02466307207942009
129,156,0.3261597156524658
131,191,0.5074805617332458
133,198,0.5281968712806702
129,176,0.3614085614681244
133,196,0.563467800617218
138,163,0.7107164263725281
176,181,0.2936398983001709
80,165,0.25254201889038086
35,160,0.45031845569610596
23,75,0.5190514326095581
80,151,0.23349276185035706
3,59,0.6345954537391663
3,31,0.5734838843345642
23,28,0.6199266314506531
97,138,0.6059289574623108
23,26,0.5845550894737244
80,84,0.7299275994300842
80,153,0.7298572063446045
3,138,0.7633063793182373
97,122,0.5110912322998047
23,137,0.5374706387519836
72,91,0.47871074080467224
10,198,0.7493646740913391
72,132,0.4439895749092102
42,62,0.405477911233902
73,118,0.6907194256782532
39,77,0.13401666283607483
39,85,0.39927518367767334
50,149,0.12888644635677338
26,182,0.7293317914009094
42,194,0.15583425760269165
10,36,0.6887105107307434
92,134,0.598080575466156
66,172,0.43874984979629517
0,40,0.3518315851688385
10,189,0.6311113238334656
50,127,0.19106143712997437
39,99,0.5694587826728821
56,95,0.489549845457077
42,149,0.5617140531539917
92,167,0.6389579772949219
0,138,0.32963013648986816
98,164,0.17926348745822906
64,176,0.5999276041984558
0,47,0.32874664664268494
42,113,0.8082478642463684
98,190,0.5294654965400696
66,136,0.49117162823677063
64,91,0.6509990692138672
29,186,0.5414960980415344
54,68,0.4114421010017395
69,124,0.8370327353477478
13,55,0.4669085443019867
52,60,0.43071869015693665
52,170,0.32001590728759766
68,78,0.37678802013397217
17,155,0.387769490480423
17,87,0.43904003500938416
90,122,0.6756592392921448
34,82,0.4712885022163391
13,190,0.5105881690979004
52,82,0.45422160625457764
20,144,0.629916250705719
13,86,0.6659739017486572
13,43,0.34804365038871765
21,142,0.3843919336795807
17,122,0.6380013227462769
29,118,0.4434712529182434
85,119,0.4589824974536896
85,90,0.5687195658683777
69,145,0.5045124888420105
69,141,0.6101527810096741
20,122,0.8000988364219666
20,99,0.8822169899940491
17,66,0.47848397493362427
29,182,0.5912088751792908
55,122,0.34142330288887024
75,131,0.24526560306549072
75,198,0.6555618643760681
38,182,0.34390679001808167
8,164,0.13520777225494385
8,130,0.5648750066757202
94,196,0.40655162930488586
71,185,0.4985213577747345
71,106,0.46995335817337036
75,143,0.5498000979423523
71,174,0.835410475730896
5,12,0.27517011761665344
38,174,0.053928349167108536
94,105,0.5327142477035522
4,79,0.5114582777023315
32,195,0.22941502928733826
25,49,0.5915060043334961
9,105,0.8011703491210938
65,73,0.4891819357872009
9,159,0.41032731533050537
25,63,0.6865531206130981
16,17,0.6685510277748108
61,171,0.6647825837135315
9,122,0.7333199977874756
65,96,0.4169856607913971
12,91,0.6258187294006348
7,40,0.29053881764411926
9,186,0.518552303314209
51,178,0.7304431200027466
30,165,0.3024992346763611
84,149,0.4578477442264557
65,175,0.7497929334640503
25,117,0.6285056471824646
32,132,0.7122468948364258
84,198,0.7797510027885437
61,65,0.5916504263877869
16,102,0.582827091217041
84,132,0.46493780612945557
78,109,0.48072269558906555
7,65,0.42741429805755615
7,164,0.16688238084316254
25,96,0.7385989427566528
7,186,0.39877283573150635
32,196,0.46315497159957886
15,164,0.12958256900310516
37,86,0.4485979676246643
53,128,0.41665682196617126
46,139,0.5709158778190613
58,197,0.6096348166465759
28,53,0.8120570182800293
49,191,0.5381249785423279
58,174,0.48389115929603577
46,80,0.6777085661888123
58,157,0.5641427636146545
91,107,0.43448764085769653
14,199,0.6700330376625061
46,196,0.500810980796814
63,141,0.48053622245788574
43,137,0.5626730918884277
43,184,0.46725571155548096
46,145,0.6667599081993103
14,109,0.480742871761322
91,159,0.45761382579803467
37,58,0.5389562845230103
91,136,0.8286613821983337
49,135,0.46118417382240295
43,51,0.46215665340423584
63,147,0.5512775182723999
15,195,0.10776872932910919
37,193,0.435761421918869
58,91,0.3665354549884796
14,158,0.5482802391052246
63,188,0.34880131483078003
86,196,0.6339711546897888
88,185,0.6432445645332336
86,87,0.4191017746925354
60,176,0.4776434302330017
96,180,0.3793172538280487
88,148,0.6394532918930054
88,112,0.589816153049469
82,87,0.4219506084918976
88,188,0.8216157555580139
86,93,0.28536707162857056
88,100,0.6419862508773804
96,159,0.3758917450904846
77,118,0.11288951337337494
28,179,0.6890023350715637
41,81,0.9665587544441223
36,162,0.5050203800201416
99,132,0.577756941318512
31,59,0.6072292327880859
6,42,0.24459360539913177
40,42,0.5600695610046387
45,189,0.6183129549026489
36,178,0.7923183441162109
31,83,0.49514541029930115
81,191,0.3710400462150574
67,119,0.7587260007858276
57,106,0.2748584747314453
45,116,0.4701635241508484
40,50,0.36041149497032166
40,43,0.5863901972770691
67,130,0.5830379128456116
40,195,0.4656165540218353
40,143,0.38697001338005066
93,151,0.41668060421943665
31,58,0.2760795056819916
99,191,0.7627739310264587
18,130,0.4040476083755493
18,155,0.5472486019134521
74,125,0.47535571455955505
74,102,0.5246295928955078
59,137,0.6654138565063477
93,153,0.39371544122695923
24,101,0.2624654471874237
57,104,0.1014263704419136
155,175,0.32946592569351196
44,173,0.6355493068695068
70,73,0.8155305981636047
120,197,0.6348924040794373
11,88,0.5500348806381226
70,124,0.6699740290641785
11,172,0.870414137840271
11,82,0.6520541310310364
79,106,0.4859533905982971
1,28,0.12412410229444504
33,189,0.7367258667945862
123,152,0.4172664284706116
62,183,0.8007423877716064
6,93,0.5801917910575867
11,24,0.3498358130455017
33,61,0.5636402368545532
146,162,0.5681725144386292
124,199,0.7124204635620117
175,181,0.4730997085571289
48,161,0.49689120054244995
33,122,0.5995182991027832
169,184,0.863660454750061
79,136,0.777632474899292
79,158,0.8027780055999756
6,112,0.42821037769317627
62,151,0.19186276197433472
33,191,0.5217496752738953
1,79,0.391755074262619
170,179,0.8075483441352844
116,186,0.7324812412261963
109,188,0.413751482963562
150,185,0.5413777828216553
117,127,0.2781622111797333
109,167,0.48887425661087036
116,129,0.4608585238456726
104,153,0.37853267788887024
136,178,0.8474557995796204
136,169,0.6414499878883362
109,172,0.7907889485359192
104,177,0.6677802801132202
150,153,0.653671383857727
150,159,0.46251875162124634
111,179,0.6103634238243103
154,161,0.13795652985572815
137,191,0.6643901467323303
102,130,0.3475396931171417
110,175,0.47425082325935364
101,119,0.25890007615089417
159,182,0.8043496608734131
137,188,0.5983855128288269
106,147,0.4106248617172241
149,178,0.7037274837493896
106,154,0.291871577501297
100,155,0.4105367958545685
103,139,0.403459370136261
127,180,0.2832436263561249
108,147,0.6681153178215027
103,159,0.4755365550518036
164,173,0.3788776993751526
160,189,0.22493255138397217
103,187,0.38036033511161804
108,131,0.22158992290496826
122,156,0.6237844228744507
114,138,0.3112815320491791
103,132,0.3663949966430664
105,160,0.1554183065891266
102,107,0.6328212022781372
110,121,0.36170271039009094
105,136,0.5046089291572571
110,125,0.7320058941841125
125,134,0.4190275967121124
119,180,0.48507487773895264
131,154,0.0211374182254076
112,119,0.5228573083877563
130,147,0.6173945069313049
139,184,0.38608595728874207
163,196,0.7010639309883118
141,144,0.6441038250923157
140,147,0.55772864818573
189,199,0.6908338069915771
112,164,0.27302485704421997
161,178,0.6849618554115295
119,186,0.670125424861908
138,153,0.7308003902435303
126,153,0.6041207909584045
139,140,0.4201444685459137
180,192,0.32393163442611694
176,196,0.8220393657684326
97,110,0.5800092816352844
89,111,0.6140777468681335
35,83,0.6802088022232056
27,33,0.09020821750164032
97,181,0.413642942905426
23,79,0.74839848279953
89,158,0.6550066471099854
3,168,0.5534343123435974
23,187,0.26078635454177856
80,126,0.751261293888092
27,41,0.12346693873405457
35,61,0.7599682211875916
23,102,0.5095153450965881
27,126,0.11835584044456482
66,124,0.6896291375160217
0,78,0.36608871817588806
56,91,0.6492123007774353
92,143,0.3695167303085327
26,60,0.46867331862449646
26,148,0.47312605381011963
92,102,0.5598919987678528
64,196,0.5493302941322327
72,97,0.49441954493522644
98,114,0.31523382663726807
56,146,0.39780086278915405
64,65,0.5017082691192627
19,178,0.6049673557281494
98,105,0.7979897260665894
50,114,0.18568731844425201
72,172,0.406968355178833
19,27,0.21386122703552246
26,79,0.6095923185348511
42,192,0.6755079030990601
50,72,0.4745533764362335
64,152,0.40931010246276855
10,67,0.7841218709945679
73,182,0.8798596858978271
66,85,0.4881758987903595
39,48,0.45175644755363464
0,30,0.3010994493961334
26,50,0.3791251480579376
19,145,0.5913934707641602
13,104,0.511208176612854
17,95,0.2561768889427185
13,37,0.556536078453064
21,156,0.21924002468585968
29,154,0.45421722531318665
54,180,0.44147881865501404
54,92,0.41427838802337646
13,111,0.5070689916610718
68,182,0.3502143621444702
34,129,0.45922788977622986
34,149,0.4055672883987427
13,81,0.3247149884700775
54,176,0.4012802243232727
21,62,0.5222491025924683
68,86,0.25801780819892883
29,124,0.8991386890411377
29,191,0.5515313744544983
34,102,0.7028516530990601
17,187,0.3429968059062958
17,56,0.41356226801872253
34,175,0.44280683994293213
85,120,0.7649732828140259
29,39,0.49680450558662415
17,141,0.6834073662757874
4,32,0.4325704574584961
85,88,0.4154960811138153
29,176,0.7211115956306458
13,195,0.12837593257427216
94,111,0.6587526798248291
5,151,0.27305886149406433
8,146,0.557401180267334
4,174,0.5596507787704468
4,156,0.34012505412101746
8,171,0.4761613607406616
71,136,0.8695380687713623
71,145,0.655522882938385
38,39,0.11290007084608078
94,153,0.49378710985183716
5,9,0.8132486939430237
71,138,0.6937029957771301
75,88,0.6645799279212952
5,166,0.5573281645774841
7,45,0.34407374262809753
12,94,0.37536588311195374
30,52,0.38081982731819153
12,141,0.4089994430541992
12,198,0.465654194355011
7,63,0.4330750107765198
9,108,0.4615297019481659
32,108,0.5741270184516907
16,120,0.7142542600631714
30,136,0.8000831604003906
12,37,0.3978637158870697
25,92,0.5371021628379822
9,20,0.5616613030433655
51,142,0.7461555600166321
9,177,0.5407853126525879
51,84,0.5614632964134216
61,100,0.5992570519447327
78,160,0.3722977340221405
61,96,0.6889309883117676
7,30,0.6707016229629517
83,181,0.4325178265571594
84,122,0.7937460541725159
7,166,0.4003949463367462
30,170,0.5997569561004639
12,123,0.43352341651916504
7,33,0.28229591250419617
30,73,0.7316279411315918
51,177,0.6722435355186462
7,61,0.4896972179412842
58,120,0.7798713445663452
14,28,0.4177602529525757
15,197,0.339619517326355
43,66,0.33686089515686035
14,111,0.672145664691925
14,155,0.3368493914604187
65,117,0.7171056866645813
49,52,0.4171381890773773
14,61,0.7113682627677917
63,117,0.561725914478302
14,124,0.5499140620231628
46,197,0.6605569124221802
91,94,0.42287394404411316
37,92,0.6278898119926453
28,80,0.7726832628250122
14,135,0.44623538851737976
63,82,0.7281880974769592
22,194,0.18113288283348083
49,123,0.4199250340461731
91,150,0.7728557586669922
91,152,0.2939019203186035
91,125,0.43713507056236267
15,36,0.5406886339187622
46,112,0.48350420594215393
15,139,0.3036790192127228
58,127,0.33768072724342346
22,63,0.599281907081604
14,43,0.5457957983016968
43,176,0.3757593035697937
82,100,0.7755909562110901
88,181,0.39145705103874207
82,161,0.4436027407646179
2,151,0.0858209878206253
28,121,0.4275266230106354
77,79,0.18307441473007202
60,117,0.2700340747833252
86,100,0.4230528771877289
60,104,0.17827683687210083
2,100,0.22326774895191193
82,117,0.7297344207763672
28,175,0.43962347507476807
96,111,0.5674854516983032
82,149,0.37359726428985596
57,134,0.13248345255851746
36,136,0.9090626835823059
59,105,0.5358765721321106
18,129,0.5248774886131287
67,155,0.5910312533378601
59,127,0.3484819531440735
36,128,0.632368266582489
59,172,0.34674397110939026
18,197,0.5501793622970581
93,110,0.3807111382484436
59,75,0.6616493463516235
41,138,0.35794052481651306
93,180,0.32218611240386963
99,131,0.31241434812545776
24,91,0.5137159824371338
36,83,0.6070246696472168
59,171,0.7664209604263306
67,166,0.7525824308395386
31,178,0.6057145595550537
24,64,0.45925000309944153
24,110,0.6830458641052246
41,108,0.26976293325424194
59,165,0.43539950251579285
99,140,0.7500746250152588
41,61,0.5285564064979553
93,189,0.5449856519699097
57,179,0.06105415150523186
31,97,0.4956536591053009
93,193,0.19984681904315948
1,163,0.09495284408330917
6,166,0.5595099925994873
11,79,0.5755506157875061
123,159,0.5965085625648499
70,121,0.3649250864982605
148,187,0.2959439754486084
79,165,0.38472670316696167
155,164,0.46040743589401245
124,142,0.6377840042114258
48,101,0.28193289041519165
6,37,0.5613491535186768
1,68,0.11734513938426971
44,79,0.6217033267021179
70,182,0.8209157586097717
62,194,0.3404524624347687
158,176,0.44985300302505493
33,112,0.38296595215797424
148,150,0.5062507390975952
146,174,0.7441568970680237
48,71,0.5450471043586731
48,178,0.5664821863174438
11,64,0.5326957106590271
1,20,0.07913070172071457
44,101,0.16174528002738953
148,195,0.196830153465271
48,186,0.7250117659568787
70,82,0.5956031680107117
47,130,0.6061838865280151
153,199,0.7482751607894897
104,179,0.5181699991226196
168,171,0.7361869215965271
118,195,0.08767461776733398
188,195,0.032681066542863846
109,190,0.4000947177410126
184,191,0.6242920756340027
118,126,0.5500240325927734
104,171,0.546363353729248
116,172,0.41480109095573425
136,192,0.753645122051239
109,198,0.4837566018104553
150,154,0.36779266595840454
136,197,0.6086376309394836
160,180,0.11584513634443283
137,146,0.709226131439209
106,165,0.3057853579521179
103,121,0.350513219833374
156,178,0.7021724581718445
127,171,0.39566880464553833
164,198,0.25866904854774475
154,158,0.0737546756863594
106,119,0.4695163369178772
106,178,0.4568649232387543
108,155,0.4298265874385834
100,143,0.3035125732421875
137,162,0.7594041228294373
106,162,0.44916439056396484
103,112,0.469098299741745
102,114,0.23677308857440948
137,157,0.5885044932365417
160,188,0.47437572479248047
113,167,0.7726239562034607
100,195,0.16914598643779755
122,149,0.6480169296264648
110,160,0.24507062137126923
147,163,0.5929350256919861
186,193,0.6160282492637634
167,196,0.7129728198051453
160,190,0.5218655467033386
114,126,0.3341766893863678
162,166,0.515585720539093
140,195,0.4630624055862427
131,133,0.24502912163734436
140,153,0.6317094564437866
139,193,0.6711279153823853
140,181,0.49141180515289307
128,166,0.5220180153846741
129,173,0.5446544289588928
